CODE_PRODUIT,ID,
MEEA01645,50260,gpairo
MEEA01645,41388,gpairo
MEEA01645,43411,gpairo
MEDB01663,7545,gpairo
MEDB01664,65728,gpairo
MEEA01645,891,gpairo
MEEA01645,10355,gpairo
MEEA01645,12287,gpairo
MEEA01645,14914,gpairo
MEEA01645,39174,gpairo
MEEA01645,40478,gpairo
MEEA01645,43831,gpairo
MEEA01645,40583,gpairo
MEEA01645,47429,gpairo
MEEA01645,39687,gpairo
MEEA01645,40484,gpairo
MEEA01645,45158,gpairo
MEEA01645,68186,gpairo
MEEA01645,55424,gpairo
MEEA01645,5833,gpairo
MEEA01645,95637,gpairo
MEEA01645,56026,gpairo
MEEA01645,10191,gpairo
MEEA01645,11784,gpairo
MEEA01645,11786,gpairo
MEEA01645,12712,gpairo
MEEA01645,13030,gpairo
MEEA01645,14920,gpairo
MEEA01645,15956,gpairo
MEEA01645,27429,gpairo
MEEA01645,51626,gpairo
MEEA01645,51985,gpairo
MEEA01645,53061,gpairo
MEEA01645,53134,gpairo
MEEA01645,72650,gpairo
MEEA01645,77792,gpairo
MEEA01645,77807,gpairo
MEEA01645,78427,gpairo
MEEA01645,82241,gpairo
MEEA01645,84444,gpairo
MEEA01645,85152,gpairo
MEEA01645,85229,gpairo
MEEA01645,93031,gpairo
MEEA01645,94553,gpairo
MEEA01645,62313,gpairo
MEEA01645,11785,gpairo
MEEA01645,1801,gpairo
MEEA01645,14212,gpairo
MEEA01645,5300,gpairo
MEEA01645,5615,gpairo
MEEA01645,21177,gpairo
MEEA01645,41996,gpairo
MEEA01645,16011,gpairo
MEEA01645,97418,gpairo
MEEA01645,74202,gpairo
MEEA01645,75273,gpairo
MEEA01645,78138,gpairo
MEEA01645,93614,gpairo
MEDB01654,64008,gpairo
MEDB01654,7574,gpairo
MEDB01665,7546,gpairo
MEDB01643,41942,gpairo
MEDB01643,44679,gpairo
ME4H01666,63385,gpairo
MEPI01667,4544,gpairo
MEDB01643,8953,gpairo
MEDB01643,9023,gpairo
MEDB01643,21397,gpairo
MEDB01643,40314,gpairo
MEDB01643,47893,gpairo
MEDB01643,61786,gpairo
MEDB01643,47812,gpairo
MEDB01643,8955,gpairo
MEE101668,12795,gpairo
ME4H01669,1517,gpairo
ME4H01669,22654,gpairo
MEDB01670,7571,gpairo
MEDB01671,7572,gpairo
MEDB01670,13991,gpairo
MEDB01670,2412,gpairo
MEDB01643,49073,gpairo
MEDB01672,1769,gpairo
MEDB01673,8936,gpairo
MEDB01673,21391,gpairo
MEDB01674,12440,gpairo
MEDB01675,41828,gpairo
MEDB01675,43457,gpairo
MEDB01675,9633,gpairo
ME4A01676,5457,gpairo
ME4A01676,20068,gpairo
ME4A01676,5466,gpairo
ME4A01676,5505,gpairo
ME4A01676,20069,gpairo
ME4A01676,20074,gpairo
MEDB01643,51676,gpairo
MEDB01677,94645,gpairo
MEDB01675,72382,gpairo
MEDB01678,70783,gpairo
MEDB01679,5982,gpairo
CAPK01680,33982,gpairo
MEPM01681,363,gpairo
MEPM01681,20871,gpairo
MEPM01681,46128,gpairo
MEPR01682,835,gpairo
ME2101683,57040,gpairo
MEP101684,88759,gpairo
MEP101684,88760,gpairo
ME5P01685,55137,gpairo
ME5P01685,55148,gpairo
ME5P01685,61293,gpairo
ME5P01685,61296,gpairo
ME5P01685,41640,gpairo
ME5P01685,48223,gpairo
ME5P01685,61300,gpairo
ME5P01685,69735,gpairo
ME5P01685,61295,gpairo
ME5P01685,61790,gpairo
ME5P01685,61294,gpairo
CACP01686,12950,gpairo
CACP01686,20269,gpairo
CACP01686,20270,gpairo
CACP01686,3880,gpairo
CAPA01687,3846,gpairo
CAPA01687,20680,gpairo
CAPA01687,20681,gpairo
CAPA01687,3847,gpairo
CACP01686,3905,gpairo
CACP01686,3906,gpairo
CAPE01688,349,gpairo
OUOO01689,84,gpairo
OUOO01689,149,gpairo
OUOO01689,6139,gpairo
OUOO01689,8328,gpairo
OUOO01689,8594,gpairo
OUOO01689,8887,gpairo
OUOO01689,16577,gpairo
OUOO01689,16578,gpairo
OUOO01689,22382,gpairo
OUOO01689,22383,gpairo
OUOO01689,40513,gpairo
OUOO01689,40637,gpairo
OUOO01689,40778,gpairo
OUOO01689,41326,gpairo
OUOO01689,41327,gpairo
OUOO01689,41692,gpairo
OUOO01689,44818,gpairo
OUOO01689,45141,gpairo
OUOO01689,47627,gpairo
OUOO01689,48405,gpairo
OUOO01689,51397,gpairo
OUOO01689,51398,gpairo
OUOO01689,51400,gpairo
OUOO01689,51668,gpairo
OUOO01689,51806,gpairo
OUOO01689,52357,gpairo
OUOO01689,52707,gpairo
OUOO01689,56984,gpairo
OUOO01689,58133,gpairo
OUOO01689,58968,gpairo
OUOO01689,58969,gpairo
OUOO01689,59786,gpairo
OUOO01689,60005,gpairo
OUOO01689,60238,gpairo
OUOO01689,71037,gpairo
OUOO01689,74030,gpairo
OUOO01689,74886,gpairo
OUOO01689,75193,gpairo
OUOO01689,84617,gpairo
OUOO01689,86882,gpairo
OUOO01689,86985,gpairo
OUOO01689,88428,gpairo
OUOO01689,88464,gpairo
OUOO01689,88576,gpairo
OUOO01689,89490,gpairo
OUOO01689,90139,gpairo
OUOO01689,90391,gpairo
OUOO01689,93250,gpairo
OUOO01689,96631,gpairo
OUOO01689,96756,gpairo
OUOO01689,85255,gpairo
OUOO01689,36699,gpairo
OUOO01689,49224,gpairo
MEDD01690,49108,gpairo
MEE101691,70160,gpairo
MEE101691,80095,gpairo
OUOO01689,72804,gpairo
OUOO01689,36457,gpairo
MEDD01690,88312,gpairo
ME4C01692,89098,gpairo
ELDA01693,88508,gpairo
ELDA01693,88773,gpairo
ELDA01693,88797,gpairo
ELDA01693,89061,gpairo
ME4C01692,88347,gpairo
ME4C01692,88427,gpairo
ME4C01692,88772,gpairo
ME4C01692,88339,gpairo
ME4C01692,88348,gpairo
ME4C01692,89072,gpairo
MEE101694,61985,gpairo
MEE101691,88893,gpairo
MEEA01695,89054,gpairo
MEEA01695,86907,gpairo
MEEA01695,90407,gpairo
OUOO01689,84895,gpairo
CAPE01696,88737,gpairo
OUOO01689,52853,gpairo
OUOO01689,84627,gpairo
OUO201697,84896,gpairo
OUOO01689,72821,gpairo
OUOO01689,72798,gpairo
OUOO01689,72803,gpairo
OUOO01689,72805,gpairo
OUOO01689,72806,gpairo
OUOO01698,43734,gpairo
OUOO01689,72807,gpairo
OUOO01699,72808,gpairo
OUOO01689,72809,gpairo
OUOO01689,72810,gpairo
OUOO01689,72811,gpairo
OUOO01689,72812,gpairo
OUOO01689,72813,gpairo
OUOO01689,72814,gpairo
OUOO01689,72795,gpairo
OUOO01699,72796,gpairo
OUOO01689,72793,gpairo
OUOO01689,72794,gpairo
OUOO01689,68103,gpairo
OUOO01689,68104,gpairo
OUOO01689,72792,gpairo
OUOO01698,66608,gpairo
OUOO01689,72815,gpairo
OUOO01689,72816,gpairo
OUOO01689,72817,gpairo
OUOO01689,72818,gpairo
OUOO01689,72819,gpairo
OUOO01689,77410,gpairo
OUOO01689,72820,gpairo
OUOO01698,62125,gpairo
OUOO01689,72797,gpairo
MEP101700,49255,gpairo
ME1C01701,87030,gpairo
ELDA01702,91432,gpairo
MEPA01703,9336,gpairo
MEDD01690,7870,gpairo
MEDD01690,16244,gpairo
MEDD01690,41580,gpairo
MEDD01690,43280,gpairo
MEDD01690,46869,gpairo
MEDD01690,53167,gpairo
MEDD01690,60846,gpairo
MEDD01690,60912,gpairo
MEDD01690,62126,gpairo
MEDD01690,62314,gpairo
MEDD01690,65602,gpairo
MEDD01690,76053,gpairo
MEDD01690,77891,gpairo
MEDD01690,78449,gpairo
MEDD01690,78450,gpairo
MEDD01690,78813,gpairo
MEDD01690,84745,gpairo
MEDD01690,85059,gpairo
MEDD01690,85180,gpairo
MEDD01690,84897,gpairo
MEDD01690,92097,gpairo
MEDD01690,96629,gpairo
MEDD01690,2638,gpairo
MEDD01690,79040,gpairo
MEDD01690,74798,gpairo
MEDD01690,34843,gpairo
MEDD01690,35190,gpairo
MEDD01690,35253,gpairo
MEDD01690,82417,gpairo
MEDD01690,39183,gpairo
MEDD01690,47502,gpairo
MEP101704,16317,gpairo
MEDD01690,62127,gpairo
OUOO01705,38059,gpairo
OUOO01705,68082,gpairo
OUOO01705,96218,gpairo
MEEA01695,74136,gpairo
MEEA01695,75234,gpairo
MEEA01695,93488,gpairo
MEEA01695,74092,gpairo
MEEA01695,74121,gpairo
MEEA01695,75122,gpairo
MEEA01695,93177,gpairo
MEP101706,82405,gpairo
OUO201707,60418,gpairo
ELDB01708,78972,gpairo
ELDB01708,55094,gpairo
MEDD01709,35040,gpairo
MEDD01709,35213,gpairo
MEE101710,46091,gpairo
CAPE01711,63086,gpairo
MEP101712,97029,gpairo
MEE101713,72707,gpairo
MEE101713,72708,gpairo
ELDA01693,3190,gpairo
MEE101714,8888,gpairo
MEE101714,20342,gpairo
ELDA01693,2072,gpairo
ELDA01693,40839,gpairo
ELDA01693,45512,gpairo
ELDA01693,45517,gpairo
ELDA01693,50206,gpairo
ELDA01693,58332,gpairo
ELDA01693,58973,gpairo
ELDA01693,60242,gpairo
ELDA01693,65600,gpairo
ELDA01693,66011,gpairo
ELDA01693,68565,gpairo
ELDA01693,72383,gpairo
ELDA01693,74039,gpairo
ELDA01693,74040,gpairo
ELDA01693,75202,gpairo
ELDA01693,75203,gpairo
ELDA01693,77961,gpairo
ELDA01693,78171,gpairo
ELDA01693,78545,gpairo
ELDA01693,78914,gpairo
ELDA01693,82329,gpairo
ELDA01693,82342,gpairo
ELDA01693,82448,gpairo
ELDA01693,84381,gpairo
ELDA01693,85062,gpairo
ELDA01693,85221,gpairo
ELDA01693,85298,gpairo
ELDA01693,86939,gpairo
ELDA01693,89633,gpairo
ELDA01693,93259,gpairo
ELDA01693,93260,gpairo
ELDA01693,93359,gpairo
ELDA01693,94374,gpairo
ELDA01693,82237,gpairo
ELDA01693,84842,gpairo
MEP101715,3187,gpairo
OUO201716,78370,gpairo
CAPE01717,84555,gpairo
MEE101718,57805,gpairo
MEP101715,49668,gpairo
MEP101715,3188,gpairo
ELDA01693,40837,gpairo
CAPE01719,13212,gpairo
CAPE01720,46052,gpairo
ME4C01721,56983,gpairo
ELDA01693,62644,gpairo
OUO501722,39098,gpairo
MEDD01690,5899,gpairo
MEDD01690,6241,gpairo
MEDD01690,10573,gpairo
MEDD01690,10574,gpairo
MEDD01690,15546,gpairo
MEDD01690,49672,gpairo
MEDD01690,60090,gpairo
MEDD01690,84829,gpairo
MEDD01690,97335,gpairo
MEDD01690,41925,gpairo
MEDD01690,44311,gpairo
MEDD01690,97383,gpairo
MEDD01690,52784,gpairo
ME4C01723,46167,gpairo
ELDB01708,38407,gpairo
MEE101724,39693,gpairo
CAPE01725,3256,gpairo
CAPE01726,15006,gpairo
CAPE01726,15048,gpairo
CAPE01726,15973,gpairo
CAPE01726,66012,gpairo
ELCC01727,80849,gpairo
MEE101710,65680,gpairo
CAPE01728,2377,gpairo
CAPE01728,10842,gpairo
CAPE01728,14568,gpairo
CAPE01728,14569,gpairo
CAPE01728,58971,gpairo
CAPE01728,66560,gpairo
CAPE01728,86827,gpairo
CAPE01728,96632,gpairo
CAPE01728,97282,gpairo
CAPE01728,39095,gpairo
CAPE01728,39096,gpairo
CAPE01728,39468,gpairo
MEE101713,46092,gpairo
CAPE01728,34984,gpairo
MEE101713,65681,gpairo
CAPE01729,72822,gpairo
ELDA01693,40336,gpairo
ELDA01693,43802,gpairo
ELDA01693,50205,gpairo
ELDA01693,52666,gpairo
ELDA01693,52667,gpairo
ELDA01693,52899,gpairo
ELDA01693,53207,gpairo
ELDA01693,58970,gpairo
ELDA01693,96704,gpairo
CAPE01719,85546,gpairo
ELCC01730,85548,gpairo
ME4C01731,85547,gpairo
ELDA01693,46391,gpairo
CAPE01720,57112,gpairo
CAPE01720,57113,gpairo
ME4C01692,6838,gpairo
ME4C01692,6970,gpairo
ME4C01692,7867,gpairo
ME4C01692,7970,gpairo
ME4C01692,8120,gpairo
ME4C01692,8438,gpairo
ME4C01692,8886,gpairo
ME4C01692,11845,gpairo
ME4C01692,11846,gpairo
ME4C01692,11868,gpairo
ME4C01692,14906,gpairo
ME4C01692,14907,gpairo
ME4C01692,15005,gpairo
ME4C01692,15202,gpairo
ME4C01692,41141,gpairo
ME4C01692,41184,gpairo
ME4C01692,41780,gpairo
ME4C01692,44732,gpairo
ME4C01692,47909,gpairo
ME4C01692,51033,gpairo
ME4C01692,52539,gpairo
ME4C01692,61144,gpairo
ME4C01692,63889,gpairo
ME4C01692,82243,gpairo
ME4C01692,82360,gpairo
ME4C01692,85150,gpairo
ME4C01692,85253,gpairo
ME4C01692,89634,gpairo
ME4C01692,77749,gpairo
ME4C01692,55893,gpairo
ME4C01692,61315,gpairo
ME4C01692,3502,gpairo
ME4C01692,9744,gpairo
ME4C01692,9849,gpairo
ME4C01692,77773,gpairo
ME4C01692,77785,gpairo
ME4C01692,42394,gpairo
ME4C01692,44401,gpairo
ME4C01732,7692,gpairo
ME4C01733,7691,gpairo
ME4C01734,84989,gpairo
ME4C01735,82315,gpairo
ME4C01735,84991,gpairo
ME4C01736,41236,gpairo
ME4C01736,43833,gpairo
ME4C01736,45846,gpairo
ME4C01737,62128,gpairo
ME4H01738,42127,gpairo
ME4H01738,48593,gpairo
ME4H01738,42206,gpairo
ME4C01692,61343,gpairo
OUOO01739,37410,gpairo
OUOO01739,38176,gpairo
OUOO01739,38423,gpairo
OUOO01739,66105,gpairo
OUOO01739,68331,gpairo
OUOO01739,85726,gpairo
OUOO01739,96162,gpairo
OUOO01739,91693,gpairo
OUOO01739,39281,gpairo
OUOO01739,38006,gpairo
OUOO01739,62315,gpairo
OUOO01740,69943,gpairo
ELDA01741,60174,gpairo
OUO701742,82048,gpairo
OUO701742,90589,gpairo
OUO201743,63087,gpairo
CAPE01744,34513,gpairo
CAPE01744,34301,gpairo
OUO201745,34070,gpairo
OUO201745,11067,gpairo
MEP101746,73976,gpairo
MEP101746,74153,gpairo
MEP101746,75251,gpairo
MEP101746,93505,gpairo
OUOO01689,62316,gpairo
OUOO01689,62317,gpairo
MEP101747,57108,gpairo
MEE101748,82481,gpairo
CAPE01696,93586,gpairo
MEE101749,63088,gpairo
MEE101749,82047,gpairo
ELDD01750,43911,gpairo
ME4C01751,7452,gpairo
MEE101694,52019,gpairo
MEE101694,55618,gpairo
MEE101691,45861,gpairo
MEE101691,42301,gpairo
MEE101691,44676,gpairo
MEE101691,46114,gpairo
MEE101691,46752,gpairo
MEE101691,49183,gpairo
MEE101691,49732,gpairo
MEE101691,49738,gpairo
MEE101691,63639,gpairo
MEE101691,63640,gpairo
MEE101691,84898,gpairo
MEE101691,94004,gpairo
MEE101691,94005,gpairo
MEE101691,73822,gpairo
MEE101691,41803,gpairo
MEE101691,42549,gpairo
MEE101691,51882,gpairo
MEE101691,60009,gpairo
MEE101691,68451,gpairo
MEE101691,90700,gpairo
MEE101691,43879,gpairo
MEE101691,61942,gpairo
MEE101691,16337,gpairo
MEE101691,42550,gpairo
MEE101691,91387,gpairo
MEE101691,49736,gpairo
MEE101691,96886,gpairo
MEE101691,80146,gpairo
MEEE01752,15105,gpairo
OUOO01689,41563,gpairo
OUOO01689,47637,gpairo
MEEA01695,15024,gpairo
MEEA01695,15079,gpairo
MEEA01695,29570,gpairo
MEEA01695,41317,gpairo
MEEA01695,42998,gpairo
MEEA01695,50331,gpairo
MEEA01695,53076,gpairo
MEEA01695,61164,gpairo
MEEA01695,75046,gpairo
MEEA01695,82290,gpairo
MEEA01695,87567,gpairo
MEEA01695,42129,gpairo
MEEA01695,1826,gpairo
MEEA01695,15097,gpairo
CAPE01753,59975,gpairo
MEDD01690,7901,gpairo
CAPE01754,85749,gpairo
CAPE01754,36671,gpairo
CAPE01754,43789,gpairo
CAPE01754,60988,gpairo
CAPE01754,63125,gpairo
CAPE01754,60987,gpairo
CAPE01754,36633,gpairo
CAPE01754,91798,gpairo
ELDB01755,37946,gpairo
CAPE01754,75438,gpairo
ME3A01756,66589,gpairo
OUO701757,92901,gpairo
MEP101758,39420,gpairo
CAPE01754,95436,gpairo
ME3A01756,73154,gpairo
CAPE01754,66469,gpairo
CAPE01754,36714,gpairo
CAPE01754,39333,gpairo
CAPE01754,69806,gpairo
ELDA01759,77021,gpairo
CAPE01754,80894,gpairo
OUOO01689,29619,gpairo
OUOO01689,93412,gpairo
MEEA01695,7830,gpairo
MEEA01695,48792,gpairo
MEEA01695,77803,gpairo
MEEA01695,85155,gpairo
MEEA01695,87124,gpairo
MEEA01695,89399,gpairo
MEEA01695,29385,gpairo
MEEA01695,11847,gpairo
OUOO01705,95401,gpairo
OUOO01705,40169,gpairo
OUOO01705,69018,gpairo
CAPE01760,97217,gpairo
ME4C01692,77890,gpairo
ME4C01692,82313,gpairo
ME4C01761,95651,gpairo
ME4C01761,7537,gpairo
ME4C01761,52570,gpairo
ME4C01761,52662,gpairo
ME4C01761,59748,gpairo
ME4C01761,77742,gpairo
ME4C01761,78244,gpairo
ME4C01761,78286,gpairo
ME4C01761,78918,gpairo
ME4C01761,80275,gpairo
ME4C01762,84990,gpairo
ME4C01761,46328,gpairo
ME4C01763,41793,gpairo
ME4C01763,46287,gpairo
ELDA01764,39867,gpairo
ELDA01764,43776,gpairo
MEP101765,85399,gpairo
OUO201766,15549,gpairo
OUO201766,84746,gpairo
MEE101767,73821,gpairo
ME4C01768,10973,gpairo
ME4C01768,65894,gpairo
ELDA01769,9467,gpairo
MEP101770,52342,gpairo
ELDA01771,67961,gpairo
CAPC01772,35207,gpairo
MEP101773,96919,gpairo
CAPE01774,81946,gpairo
OUO701775,77205,gpairo
ELCC01776,34003,gpairo
OUO701777,72675,gpairo
ELDD01778,14992,gpairo
MEP101779,60313,gpairo
ME3A01756,69523,gpairo
MEAI01780,73040,gpairo
OUO201781,36455,gpairo
MEE101782,41571,gpairo
MEE101783,55199,gpairo
MEE101749,78917,gpairo
OUOO01698,36654,gpairo
OUOO01698,38421,gpairo
OUOO01698,34062,gpairo
OUOO01698,36679,gpairo
OUOO01698,47929,gpairo
OUOO01698,62129,gpairo
OUOO01698,39286,gpairo
OUOO01698,90449,gpairo
OUOO01698,95020,gpairo
OUOO01698,36516,gpairo
OUO701784,74560,gpairo
OUO701784,75318,gpairo
OUO701784,84513,gpairo
OUO701784,92837,gpairo
ME3A01785,94264,gpairo
ME3A01785,94265,gpairo
OUO701786,180,gpairo
OUO701786,20158,gpairo
OUO701786,20159,gpairo
OUO701786,23114,gpairo
OUO701786,42978,gpairo
OUO701786,78556,gpairo
OUO701786,84575,gpairo
ELDA01787,65797,gpairo
ELDA01787,34060,gpairo
OUO701786,34254,gpairo
OUO701786,77017,gpairo
ELDD01750,91278,gpairo
ELDD01750,85009,gpairo
ELDD01750,46015,gpairo
MEP101788,63342,gpairo
MEP101788,84832,gpairo
OUO201697,85276,gpairo
OUO201697,94390,gpairo
OUO101789,77960,gpairo
MEE101694,9960,gpairo
MEE101694,49780,gpairo
MEAI01790,73039,gpairo
MEE101691,77445,gpairo
MEE101691,49350,gpairo
MEE101691,43319,gpairo
MEE101691,55025,gpairo
MEE101691,46267,gpairo
OUOO01689,49871,gpairo
OUOO01689,14972,gpairo
ELDA01693,52715,gpairo
ELDA01693,52887,gpairo
ELDA01693,40156,gpairo
ME1C01701,89608,gpairo
CAPA01791,7262,gpairo
CAPA01791,488,gpairo
CAPA01791,7217,gpairo
CAPA01791,7220,gpairo
CAPA01791,7258,gpairo
CAPA01791,8222,gpairo
CAPA01791,10394,gpairo
CAPA01791,15306,gpairo
CAPA01791,21325,gpairo
CAPA01791,21453,gpairo
CAPA01791,46892,gpairo
CAPA01791,49368,gpairo
CAPA01791,51213,gpairo
CAPA01791,51578,gpairo
CAPA01791,56711,gpairo
CAPA01791,61033,gpairo
CAPA01791,84618,gpairo
CAPA01791,95014,gpairo
CAPA01791,7219,gpairo
CAPA01791,82469,gpairo
CAPA01791,94655,gpairo
CAC101792,78241,gpairo
CAC101792,77810,gpairo
CAC101792,48935,gpairo
CAC101792,85144,gpairo
CAC101792,72264,gpairo
CACP01793,93679,gpairo
CACP01793,40840,gpairo
CACP01793,44801,gpairo
CACP01793,44978,gpairo
CAC401794,7256,gpairo
CAC401794,21323,gpairo
CAC401794,21324,gpairo
ELOA01795,15415,gpairo
ELOA01796,94609,gpairo
ELOA01795,34785,gpairo
ELOA01797,15414,gpairo
ELO201798,57070,gpairo
ELO201799,10583,gpairo
ELO201799,90072,gpairo
CAPS01800,77644,gpairo
ELO101801,94650,gpairo
ELOA01802,7261,gpairo
CAPA01791,64340,gpairo
CAPA01791,48824,gpairo
ELO201803,84747,gpairo
ELO201803,95003,gpairo
ELO201803,95026,gpairo
ELO201803,90493,gpairo
ELO201803,62581,gpairo
ELO201803,95151,gpairo
ELO201804,10581,gpairo
ELOA01805,42163,gpairo
ELO101806,68475,gpairo
ELOA01807,94610,gpairo
ELO201808,78821,gpairo
CAPC01809,7257,gpairo
CAPC01809,89559,gpairo
CAC401810,7218,gpairo
CAC401811,15373,gpairo
CAC401812,15374,gpairo
CAPA01791,13208,gpairo
CAPC01813,68476,gpairo
CAPA01791,13218,gpairo
CAPA01791,67962,gpairo
CAPA01791,69050,gpairo
CAPA01791,76168,gpairo
ELO101814,7260,gpairo
ELOA01815,49702,gpairo
CAPA01791,66329,gpairo
CAC101792,66343,gpairo
ELOA01807,91946,gpairo
ELOA01807,91983,gpairo
CAPA01791,77656,gpairo
CAPA01791,43000,gpairo
CAPA01791,44821,gpairo
CAPA01791,44863,gpairo
CAPA01791,47475,gpairo
CAPA01791,48281,gpairo
CAPA01791,52952,gpairo
CAPA01791,53050,gpairo
CAPA01791,62185,gpairo
CAPA01791,74749,gpairo
CAPA01791,88551,gpairo
CAPA01791,88570,gpairo
CACP01793,93475,gpairo
CAC101792,88367,gpairo
CACP01793,93559,gpairo
CACP01793,88975,gpairo
ELO201816,62256,gpairo
CAC101792,82347,gpairo
CAC101792,87549,gpairo
CAC101792,64098,gpairo
CACP01793,78382,gpairo
CACP01793,93527,gpairo
ELOA01796,50228,gpairo
ELOA01796,50229,gpairo
CAPA01817,82323,gpairo
ELOA01818,93537,gpairo
ELO201803,46950,gpairo
ELO201803,54944,gpairo
ELO201803,49899,gpairo
ELO201819,72662,gpairo
ELO201803,68786,gpairo
ELOA01807,46949,gpairo
ELOA01807,47212,gpairo
ELOA01807,54924,gpairo
ELOA01820,94357,gpairo
ELO201803,91965,gpairo
ELO201803,55387,gpairo
ELOA01807,55389,gpairo
CAC401810,40592,gpairo
CAC401810,96152,gpairo
MEPR01821,93976,gpairo
CAPC01822,96126,gpairo
ELO101814,95964,gpairo
ME5O01823,69888,gpairo
ELCC01824,60878,gpairo
CAPA01791,9964,gpairo
CAPA01791,27364,gpairo
CAPA01791,45515,gpairo
CAC101792,97394,gpairo
ELO201825,85438,gpairo
CAC101792,45516,gpairo
ELOA01795,85281,gpairo
ELOA01795,94393,gpairo
ELO201803,78789,gpairo
MEDR01826,93525,gpairo
CAPA01827,7134,gpairo
CAPA01827,11616,gpairo
CAPA01827,12015,gpairo
CAPA01827,22115,gpairo
CAPA01827,22116,gpairo
CAPA01827,48813,gpairo
CAPA01827,52209,gpairo
CAPA01827,52373,gpairo
CAPA01827,55708,gpairo
CAPA01827,57176,gpairo
CAPA01827,57284,gpairo
CAPA01827,57285,gpairo
CAPA01827,57532,gpairo
CAPA01827,57547,gpairo
CAPA01827,57690,gpairo
CAPA01827,58053,gpairo
CAPA01827,62469,gpairo
CAPA01827,62473,gpairo
CAPA01827,62474,gpairo
CAPA01827,62476,gpairo
CAPA01827,69692,gpairo
CAPA01827,75441,gpairo
MEPR01828,88679,gpairo
ELO201829,97063,gpairo
ELO201829,97070,gpairo
MEPS01830,53202,gpairo
ELDA01831,7199,gpairo
MEJ201832,91198,gpairo
ELOA01833,39163,gpairo
ELOA01834,39164,gpairo
MEJ101835,2788,gpairo
MEJ201836,57840,gpairo
MEJ201836,58375,gpairo
ELDB01837,58076,gpairo
ELDB01837,69855,gpairo
ELDB01837,78474,gpairo
ELDB01837,70806,gpairo
ELDB01837,96916,gpairo
ELDB01837,93847,gpairo
ELDB01837,69856,gpairo
ELDB01837,63056,gpairo
CAC101838,56801,gpairo
ME1C01701,10498,gpairo
ME3A01839,65914,gpairo
ELOA01840,55213,gpairo
ELOA01840,55343,gpairo
MEJ201841,57014,gpairo
CAPA01842,56290,gpairo
MEPM01843,32215,gpairo
MEPM01843,61918,gpairo
MEPM01843,5940,gpairo
MEPM01843,41097,gpairo
MEPM01843,44795,gpairo
MEPM01843,80863,gpairo
MEPM01843,1102,gpairo
MEPM01843,5984,gpairo
MEPM01843,6309,gpairo
MEPM01843,6730,gpairo
MEPM01843,11081,gpairo
MEPM01843,11392,gpairo
MEPM01843,11950,gpairo
MEPM01843,11961,gpairo
MEPM01843,14841,gpairo
MEPM01843,21686,gpairo
MEPM01843,21687,gpairo
MEPM01843,22461,gpairo
MEPM01843,40976,gpairo
MEPM01843,41082,gpairo
MEPM01843,46026,gpairo
MEPM01843,51745,gpairo
MEPM01843,58058,gpairo
MEPM01843,58675,gpairo
MEPM01843,74082,gpairo
MEPM01843,74111,gpairo
MEPM01843,75112,gpairo
MEPM01843,80052,gpairo
MEPM01843,93167,gpairo
MEPM01843,55655,gpairo
MEPM01843,35810,gpairo
MEPM01843,1161,gpairo
MEPM01843,77265,gpairo
MEPM01843,43800,gpairo
CAPS01844,2712,gpairo
ME3A01839,68533,gpairo
MEPP01845,77515,gpairo
MEDM01846,93587,gpairo
CAC401847,40129,gpairo
CAPS01844,2713,gpairo
CLC101848,96550,gpairo
CLC101848,87013,gpairo
CLC101848,89788,gpairo
CACP01849,55704,gpairo
MEJJ01850,29647,gpairo
ME1C01851,30336,webpdrmif
ME1C01851,66943,webpdrmif
MEAC01852,3914,webpdrmif
CAC101853,74561,gpairo
CAC101853,75319,gpairo
CAC101853,92832,gpairo
ELO201854,63283,gpairo
ELO201854,63292,gpairo
CAC101855,89334,gpairo
CAC101855,89339,gpairo
CAC101855,38342,gpairo
CAC101855,89346,gpairo
CAC101855,89350,gpairo
CAC101855,73735,gpairo
CACP01856,94886,gpairo
CACP01856,36259,gpairo
CACP01856,36260,gpairo
CACP01856,81951,gpairo
CAC401857,74562,gpairo
CAC401857,75320,gpairo
CAC401857,92833,gpairo
MEDM01846,85364,gpairo
MEDM01846,16307,gpairo
MEDM01846,49757,gpairo
MEDM01846,45388,gpairo
ELO101858,92089,gpairo
CAC301859,65801,gpairo
CAPC01860,29643,gpairo
CAE101861,4032,gpairo
CAE101861,63006,gpairo
CAE101861,39166,gpairo
CAE101861,39165,gpairo
CAE101861,6152,gpairo
CAPA01862,3389,gpairo
CAPA01862,3388,gpairo
MEPR01863,2354,gpairo
MED101864,3522,gpairo
MEDR01826,6652,gpairo
CACP01865,57240,gpairo
CACP01865,57688,gpairo
CACP01865,57689,gpairo
MEDM01866,85382,gpairo
MEDM01866,49895,gpairo
MEDM01866,68676,gpairo
MEDM01866,68677,gpairo
MEDM01866,68678,gpairo
MEDM01866,78087,gpairo
MEDM01866,93142,gpairo
ME4F01867,483,gpairo
ME4F01867,20294,gpairo
CAPA01827,2751,gpairo
MEPR01868,63581,gpairo
MEPR01868,82043,gpairo
MEPR01868,68370,gpairo
MEPM01869,96374,gpairo
MEPM01843,57180,gpairo
CAE101861,49039,gpairo
CAC401847,43359,gpairo
CAC401847,46811,gpairo
MEAS01870,63078,gpairo
MEAS01870,63340,gpairo
MEAS01870,63436,gpairo
MEAS01870,74563,gpairo
MEAS01870,75321,gpairo
MEAS01870,93094,gpairo
